timeStamp, Temperature, Pressure, Humidity, Wind_Speed, Wind_Direction 
MQTT --- 2021/10/24__12:10:54, 19.10, 48.80, 1007.88, 32.40, 354, 
MQTT --- 2021/10/24__12:10:55, 19.08, 48.79, 1007.85, 32.40, 356, 
MQTT --- 2021/10/24__12:10:56, 19.07, 48.89, 1007.86, 32.40, 355, 
MQTT --- 2021/10/24__12:10:57, 19.06, 49.04, 1007.86, 32.40, 355, 
MQTT --- 2021/10/24__12:10:58, 19.06, 49.10, 1007.86, 32.40, 354, 
MQTT --- 2021/10/24__12:10:59, 19.06, 49.12, 1007.85, 32.40, 331, 
MQTT --- 2021/10/24__12:11:0, 19.05, 49.11, 1007.86, 32.40, 337, 
MQTT --- 2021/10/24__12:11:1, 19.05, 49.09, 1007.85, 32.40, 334, 
MQTT --- 2021/10/24__12:11:2, 19.07, 49.00, 1007.87, 32.40, 328, 
MQTT --- 2021/10/24__12:11:4, 19.07, 49.00, 1007.88, 32.40, 328, 
MQTT --- 2021/10/24__12:11:5, 19.07, 49.07, 1007.83, 32.40, 350, 
MQTT --- 2021/10/24__12:11:6, 19.06, 49.10, 1007.85, 32.40, 350, 
MQTT --- 2021/10/24__12:11:7, 19.08, 49.20, 1007.86, 32.40, 351, 
MQTT --- 2021/10/24__12:11:8, 19.09, 49.28, 1007.87, 32.40, 349, 
MQTT --- 2021/10/24__12:11:9, 19.07, 49.24, 1007.85, 32.40, 353, 
MQTT --- 2021/10/24__12:11:10, 19.09, 49.13, 1007.87, 32.40, 348, 
MQTT --- 2021/10/24__12:11:11, 19.07, 48.93, 1007.83, 32.40, 349, 
MQTT --- 2021/10/24__12:11:12, 19.06, 48.76, 1007.85, 32.40, 351, 
MQTT --- 2021/10/24__12:11:13, 19.05, 48.66, 1007.85, 32.40, 0, 
MQTT --- 2021/10/24__12:11:14, 19.02, 48.57, 1007.87, 32.40, 4, 
MQTT --- 2021/10/24__12:11:15, 18.97, 48.54, 1007.81, 32.40, 2, 
MQTT --- 2021/10/24__12:11:16, 18.96, 48.59, 1007.86, 32.40, 3, 
MQTT --- 2021/10/24__12:11:17, 18.93, 48.64, 1007.83, 32.40, 2, 
MQTT --- 2021/10/24__12:11:18, 18.90, 48.68, 1007.83, 32.40, 1, 
MQTT --- 2021/10/24__12:11:19, 18.88, 48.81, 1007.84, 32.40, 0, 
MQTT --- 2021/10/24__12:11:20, 18.90, 49.00, 1007.90, 32.40, 338, 
MQTT --- 2021/10/24__12:11:21, 18.89, 49.06, 1007.87, 32.40, 333, 
MQTT --- 2021/10/24__12:11:22, 18.89, 48.96, 1007.84, 32.40, 334, 
MQTT --- 2021/10/24__12:11:23, 18.89, 49.00, 1007.87, 32.40, 335, 
MQTT --- 2021/10/24__12:11:24, 18.90, 48.96, 1007.84, 32.40, 321, 
MQTT --- 2021/10/24__12:11:25, 18.90, 48.96, 1007.87, 32.40, 344, 
MQTT --- 2021/10/24__12:11:26, 18.90, 49.01, 1007.83, 32.40, 348, 
MQTT --- 2021/10/24__12:11:27, 18.89, 49.07, 1007.84, 32.40, 351, 
MQTT --- 2021/10/24__12:11:28, 18.88, 49.14, 1007.79, 32.40, 342, 
MQTT --- 2021/10/24__12:11:29, 18.90, 49.17, 1007.82, 32.40, 341, 
MQTT --- 2021/10/24__12:11:30, 18.91, 49.21, 1007.87, 32.40, 336, 
MQTT --- 2021/10/24__12:11:31, 18.92, 49.32, 1007.86, 32.40, 339, 
MQTT --- 2021/10/24__12:11:32, 18.92, 49.34, 1007.82, 32.40, 342, 
MQTT --- 2021/10/24__12:11:33, 18.94, 49.38, 1007.88, 32.40, 349, 
MQTT --- 2021/10/24__12:11:34, 18.94, 49.40, 1007.86, 32.40, 281, 
MQTT --- 2021/10/24__12:11:42, 18.96, 49.14, 1007.86, 32.40, 302, 
MQTT --- 2021/10/24__12:11:43, 18.96, 49.10, 1007.85, 32.40, 301, 
MQTT --- 2021/10/24__12:11:44, 18.97, 49.13, 1007.88, 32.40, 300, 
MQTT --- 2021/10/24__12:11:45, 18.96, 49.08, 1007.84, 32.40, 300, 
MQTT --- 2021/10/24__12:11:46, 18.96, 49.00, 1007.88, 32.40, 298, 
MQTT --- 2021/10/24__12:11:47, 18.96, 49.10, 1007.89, 32.40, 295, 
MQTT --- 2021/10/24__12:11:48, 18.95, 49.23, 1007.88, 32.40, 291, 
MQTT --- 2021/10/24__12:11:49, 18.95, 49.34, 1007.87, 32.40, 286, 
MQTT --- 2021/10/24__12:11:50, 18.94, 49.45, 1007.86, 32.40, 286, 
MQTT --- 2021/10/24__12:11:51, 18.96, 49.56, 1007.84, 32.40, 285, 
MQTT --- 2021/10/24__12:11:52, 18.96, 49.67, 1007.85, 32.40, 286, 
MQTT --- 2021/10/24__12:11:53, 18.96, 49.75, 1007.86, 32.40, 284, 
MQTT --- 2021/10/24__12:11:54, 18.96, 49.84, 1007.86, 32.40, 284, 
MQTT --- 2021/10/24__12:11:55, 18.97, 49.90, 1007.85, 32.40, 285, 
MQTT --- 2021/10/24__12:11:56, 18.97, 49.99, 1007.84, 32.40, 284, 
MQTT --- 2021/10/24__12:11:57, 18.99, 50.06, 1007.85, 32.40, 285, 
MQTT --- 2021/10/24__12:11:58, 19.01, 50.14, 1007.86, 32.40, 285, 
MQTT --- 2021/10/24__12:11:59, 19.02, 50.21, 1007.86, 32.40, 284, 
MQTT --- 2021/10/24__12:12:0, 19.04, 50.26, 1007.89, 32.40, 281, 
MQTT --- 2021/10/24__12:12:1, 19.05, 50.30, 1007.89, 32.40, 284, 
MQTT --- 2021/10/24__12:12:2, 19.06, 50.29, 1007.86, 32.40, 283, 
MQTT --- 2021/10/24__12:12:3, 19.06, 50.09, 1007.86, 32.40, 283, 
MQTT --- 2021/10/24__12:12:4, 19.08, 50.14, 1007.85, 32.40, 285, 
MQTT --- 2021/10/24__12:12:5, 19.09, 50.15, 1007.89, 32.40, 284, 
MQTT --- 2021/10/24__12:12:6, 19.10, 50.08, 1007.87, 32.40, 285, 
MQTT --- 2021/10/24__12:12:7, 19.10, 50.18, 1007.85, 32.40, 283, 
MQTT --- 2021/10/24__12:12:8, 19.12, 50.28, 1007.86, 32.40, 283, 
MQTT --- 2021/10/24__12:12:9, 19.14, 50.26, 1007.89, 32.40, 283, 
MQTT --- 2021/10/24__12:12:10, 19.14, 50.23, 1007.87, 32.40, 283, 
MQTT --- 2021/10/24__12:12:11, 19.14, 49.92, 1007.87, 32.40, 285, 
MQTT --- 2021/10/24__12:12:12, 19.14, 49.85, 1007.87, 32.40, 283, 
MQTT --- 2021/10/24__12:12:13, 19.14, 49.90, 1007.84, 32.40, 285, 
MQTT --- 2021/10/24__12:12:14, 19.16, 49.98, 1007.88, 32.40, 285, 
MQTT --- 2021/10/24__12:12:15, 19.16, 50.07, 1007.88, 32.40, 284, 
MQTT --- 2021/10/24__12:12:16, 19.18, 50.18, 1007.89, 32.40, 283, 
MQTT --- 2021/10/24__12:12:17, 19.18, 50.28, 1007.89, 32.40, 283, 
MQTT --- 2021/10/24__12:12:18, 19.19, 50.37, 1007.89, 32.40, 283, 
MQTT --- 2021/10/24__12:12:19, 19.20, 50.09, 1007.88, 32.40, 284, 
MQTT --- 2021/10/24__12:12:20, 19.22, 49.95, 1007.91, 32.40, 282, 
MQTT --- 2021/10/24__12:12:21, 19.22, 49.86, 1007.88, 32.40, 282, 
MQTT --- 2021/10/24__12:12:22, 19.23, 49.74, 1007.85, 32.40, 281, 
MQTT --- 2021/10/24__12:12:23, 19.23, 49.61, 1007.86, 32.40, 282, 
MQTT --- 2021/10/24__12:12:24, 19.23, 49.67, 1007.87, 32.40, 283, 
MQTT --- 2021/10/24__12:12:25, 19.25, 49.78, 1007.89, 32.40, 284, 
MQTT --- 2021/10/24__12:12:26, 19.26, 49.92, 1007.89, 32.40, 284, 
MQTT --- 2021/10/24__12:12:27, 19.27, 50.08, 1007.89, 32.40, 283, 
MQTT --- 2021/10/24__12:12:28, 19.27, 50.16, 1007.88, 32.40, 283, 
MQTT --- 2021/10/24__12:12:29, 19.28, 50.09, 1007.86, 32.40, 282, 
MQTT --- 2021/10/24__12:12:30, 19.30, 50.05, 1007.88, 32.40, 283, 
MQTT --- 2021/10/24__12:12:31, 19.32, 50.07, 1007.91, 32.40, 283, 
MQTT --- 2021/10/24__12:12:32, 19.32, 50.02, 1007.87, 32.40, 283, 
MQTT --- 2021/10/24__12:12:33, 19.32, 50.04, 1007.88, 32.40, 283, 
MQTT --- 2021/10/24__12:12:34, 19.35, 50.08, 1007.90, 32.40, 282, 
MQTT --- 2021/10/24__12:12:35, 19.36, 50.12, 1007.87, 32.40, 283, 
MQTT --- 2021/10/24__12:12:36, 19.37, 50.16, 1007.89, 32.40, 284, 
MQTT --- 2021/10/24__12:12:37, 19.38, 50.09, 1007.90, 32.40, 284, 
MQTT --- 2021/10/24__12:12:38, 19.39, 49.89, 1007.90, 32.40, 284, 
MQTT --- 2021/10/24__12:12:39, 19.40, 49.92, 1007.89, 32.40, 284, 
MQTT --- 2021/10/24__12:12:40, 19.42, 50.00, 1007.91, 32.40, 283, 
MQTT --- 2021/10/24__12:12:41, 19.42, 50.06, 1007.87, 32.40, 283, 
MQTT --- 2021/10/24__12:12:42, 19.43, 50.10, 1007.86, 32.40, 282, 
MQTT --- 2021/10/24__12:12:43, 19.44, 50.15, 1007.84, 32.40, 284, 
MQTT --- 2021/10/24__12:12:44, 19.45, 50.14, 1007.83, 32.40, 283, 
MQTT --- 2021/10/24__12:12:45, 19.46, 50.14, 1007.82, 32.40, 283, 
MQTT --- 2021/10/24__12:12:46, 19.48, 50.14, 1007.86, 32.40, 282, 
MQTT --- 2021/10/24__12:12:47, 19.49, 50.01, 1007.85, 32.40, 283, 
MQTT --- 2021/10/24__12:12:48, 19.50, 49.80, 1007.83, 32.40, 284, 
MQTT --- 2021/10/24__12:12:49, 19.51, 49.50, 1007.81, 32.40, 283, 
MQTT --- 2021/10/24__12:12:50, 19.51, 49.34, 1007.82, 32.40, 283, 
MQTT --- 2021/10/24__12:12:51, 19.51, 49.35, 1007.80, 32.40, 283, 
MQTT --- 2021/10/24__12:12:52, 19.52, 49.43, 1007.82, 32.40, 282, 
MQTT --- 2021/10/24__12:12:53, 19.53, 49.47, 1007.82, 32.40, 285, 
MQTT --- 2021/10/24__12:12:54, 19.53, 49.52, 1007.81, 32.40, 284, 
MQTT --- 2021/10/24__12:12:55, 19.54, 49.46, 1007.83, 32.40, 283, 
MQTT --- 2021/10/24__12:12:56, 19.55, 49.39, 1007.86, 32.40, 283, 
MQTT --- 2021/10/24__12:12:57, 19.54, 49.48, 1007.84, 32.40, 283, 
MQTT --- 2021/10/24__12:12:58, 19.54, 49.41, 1007.84, 32.40, 283, 
timeStamp, Temperature, Pressure, Humidity, Wind_Speed, Wind_Direction 
MQTT --- 2021/10/24__12:18:44, 19.99, 47.66, 1007.74, 32.40, 281, 
MQTT --- 2021/10/24__12:18:45, 20.00, 47.71, 1007.76, 32.40, 280, 
MQTT --- 2021/10/24__12:18:46, 20.01, 47.89, 1007.76, 32.40, 282, 
MQTT --- 2021/10/24__12:18:47, 20.02, 48.24, 1007.74, 32.40, 281, 
MQTT --- 2021/10/24__12:18:48, 20.02, 48.45, 1007.76, 32.40, 281, 
MQTT --- 2021/10/24__12:18:49, 20.03, 48.56, 1007.76, 32.40, 281, 
MQTT --- 2021/10/24__12:18:50, 20.02, 48.63, 1007.71, 32.40, 279, 
MQTT --- 2021/10/24__12:18:51, 20.04, 48.69, 1007.73, 32.40, 280, 
MQTT --- 2021/10/24__12:18:52, 20.04, 48.72, 1007.75, 32.40, 282, 
MQTT --- 2021/10/24__12:18:53, 20.06, 48.72, 1007.78, 32.40, 279, 
MQTT --- 2021/10/24__12:18:54, 20.05, 48.73, 1007.74, 32.40, 281, 
MQTT --- 2021/10/24__12:18:55, 20.06, 48.73, 1007.74, 32.40, 278, 
MQTT --- 2021/10/24__12:18:56, 20.07, 48.73, 1007.78, 32.40, 278, 
MQTT --- 2021/10/24__12:18:57, 20.07, 48.73, 1007.75, 32.40, 279, 
MQTT --- 2021/10/24__12:18:58, 20.07, 48.72, 1007.78, 32.40, 278, 
MQTT --- 2021/10/24__12:18:59, 20.06, 48.72, 1007.75, 32.40, 280, 
MQTT --- 2021/10/24__12:19:0, 20.08, 48.71, 1007.78, 32.40, 280, 
MQTT --- 2021/10/24__12:19:1, 20.06, 48.70, 1007.74, 32.40, 278, 
MQTT --- 2021/10/24__12:19:2, 20.08, 48.68, 1007.75, 32.40, 276, 
MQTT --- 2021/10/24__12:19:3, 20.09, 48.68, 1007.77, 9.76, 277, 
MQTT --- 2021/10/24__12:19:4, 20.07, 48.68, 1007.73, 32.40, 275, 
MQTT --- 2021/10/24__12:19:5, 20.10, 48.68, 1007.75, 32.40, 275, 
MQTT --- 2021/10/24__12:19:6, 20.08, 48.65, 1007.74, 32.40, 277, 
MQTT --- 2021/10/24__12:19:7, 20.10, 48.64, 1007.72, 32.40, 277, 
MQTT --- 2021/10/24__12:19:8, 20.10, 48.63, 1007.77, 0.00, 277, 
MQTT --- 2021/10/24__12:19:9, 20.10, 48.60, 1007.75, 0.00, 276, 
MQTT --- 2021/10/24__12:19:10, 20.12, 48.61, 1007.77, 0.00, 276, 
MQTT --- 2021/10/24__12:19:11, 20.12, 48.62, 1007.77, 0.00, 275, 
MQTT --- 2021/10/24__12:19:12, 20.12, 48.62, 1007.76, 0.00, 276, 
MQTT --- 2021/10/24__12:19:13, 20.12, 48.65, 1007.75, 0.00, 277, 
MQTT --- 2021/10/24__12:19:14, 20.13, 48.56, 1007.78, 0.00, 277, 
MQTT --- 2021/10/24__12:19:15, 20.12, 48.02, 1007.77, 0.00, 275, 
MQTT --- 2021/10/24__12:19:16, 20.09, 47.54, 1007.73, 0.00, 274, 
MQTT --- 2021/10/24__12:19:17, 20.09, 47.23, 1007.74, 0.00, 276, 
MQTT --- 2021/10/24__12:19:18, 20.10, 47.00, 1007.76, 0.00, 274, 
MQTT --- 2021/10/24__12:19:19, 19.99, 46.76, 1007.60, 0.00, 276, 
MQTT --- 2021/10/24__12:19:20, 20.09, 46.79, 1007.77, 0.00, 275, 
MQTT --- 2021/10/24__12:19:21, 20.04, 47.01, 1007.68, 1.39, 276, 
MQTT --- 2021/10/24__12:19:22, 20.07, 47.19, 1007.76, 2.05, 277, 
MQTT --- 2021/10/24__12:19:23, 20.06, 47.35, 1007.72, 1.83, 276, 
MQTT --- 2021/10/24__12:19:24, 20.06, 47.30, 1007.74, 1.61, 275, 
MQTT --- 2021/10/24__12:19:25, 20.06, 47.28, 1007.76, 1.39, 275, 
MQTT --- 2021/10/24__12:19:26, 20.03, 47.25, 1007.72, 1.61, 276, 
MQTT --- 2021/10/24__12:19:27, 20.05, 47.11, 1007.74, 1.61, 276, 
MQTT --- 2021/10/24__12:19:28, 20.03, 46.80, 1007.74, 1.17, 275, 
MQTT --- 2021/10/24__12:19:29, 19.99, 46.60, 1007.74, 1.17, 276, 
MQTT --- 2021/10/24__12:19:30, 19.99, 46.62, 1007.75, 0.95, 275, 
MQTT --- 2021/10/24__12:19:31, 19.99, 46.76, 1007.72, 0.73, 275, 
MQTT --- 2021/10/24__12:19:32, 19.98, 46.90, 1007.72, 0.73, 276, 
MQTT --- 2021/10/24__12:19:33, 19.98, 46.90, 1007.72, 0.51, 275, 
MQTT --- 2021/10/24__12:19:34, 19.97, 46.93, 1007.75, 0.51, 276, 
MQTT --- 2021/10/24__12:19:35, 19.97, 47.04, 1007.76, 0.51, 275, 
MQTT --- 2021/10/24__12:19:36, 19.94, 47.13, 1007.70, 0.51, 274, 
MQTT --- 2021/10/24__12:19:37, 19.97, 47.23, 1007.74, 0.73, 276, 
MQTT --- 2021/10/24__12:19:38, 19.96, 47.34, 1007.74, 0.51, 275, 
MQTT --- 2021/10/24__12:19:39, 19.96, 47.42, 1007.74, 0.00, 276, 
MQTT --- 2021/10/24__12:19:40, 19.96, 47.46, 1007.73, 2.05, 276, 
MQTT --- 2021/10/24__12:19:41, 19.96, 47.51, 1007.71, 0.00, 276, 
MQTT --- 2021/10/24__12:19:42, 19.97, 47.53, 1007.74, 0.00, 275, 
MQTT --- 2021/10/24__12:19:43, 19.97, 47.57, 1007.74, 0.00, 275, 
MQTT --- 2021/10/24__12:19:44, 19.96, 47.54, 1007.73, 0.00, 277, 
MQTT --- 2021/10/24__12:19:45, 19.96, 47.48, 1007.75, 0.00, 276, 
MQTT --- 2021/10/24__12:19:46, 19.97, 47.51, 1007.75, 0.00, 276, 
MQTT --- 2021/10/24__12:19:47, 19.96, 47.56, 1007.72, 0.00, 275, 
MQTT --- 2021/10/24__12:19:48, 19.97, 47.64, 1007.79, 0.00, 276, 
MQTT --- 2021/10/24__12:19:49, 19.96, 47.70, 1007.72, 0.00, 274, 
MQTT --- 2021/10/24__12:19:50, 19.97, 47.74, 1007.76, 0.00, 275, 
MQTT --- 2021/10/24__12:19:51, 19.96, 47.74, 1007.74, 0.00, 275, 
MQTT --- 2021/10/24__12:19:52, 19.97, 47.71, 1007.77, 0.00, 278, 
MQTT --- 2021/10/24__12:19:53, 19.97, 47.72, 1007.74, 1.17, 307, 
MQTT --- 2021/10/24__12:19:54, 19.95, 47.55, 1007.73, 2.49, 310, 
MQTT --- 2021/10/24__12:19:55, 19.94, 47.47, 1007.72, 2.93, 314, 
MQTT --- 2021/10/24__12:19:56, 19.94, 47.42, 1007.74, 3.37, 316, 
MQTT --- 2021/10/24__12:19:57, 19.90, 47.44, 1007.67, 3.37, 316, 
MQTT --- 2021/10/24__12:19:58, 19.93, 47.46, 1007.77, 3.15, 313, 
MQTT --- 2021/10/24__12:19:59, 19.90, 47.47, 1007.70, 2.71, 312, 
MQTT --- 2021/10/24__12:20:0, 19.91, 47.49, 1007.73, 2.71, 313, 
MQTT --- 2021/10/24__12:20:1, 19.91, 47.50, 1007.74, 2.71, 317, 
MQTT --- 2021/10/24__12:20:2, 19.88, 47.53, 1007.72, 2.71, 313, 
MQTT --- 2021/10/24__12:20:3, 19.89, 47.53, 1007.70, 2.27, 325, 
MQTT --- 2021/10/24__12:20:4, 19.90, 47.52, 1007.72, 2.71, 329, 
MQTT --- 2021/10/24__12:20:5, 19.89, 47.53, 1007.73, 2.93, 331, 
MQTT --- 2021/10/24__12:20:6, 19.90, 47.46, 1007.74, 2.93, 331, 
MQTT --- 2021/10/24__12:20:7, 19.84, 47.32, 1007.64, 3.37, 332, 
MQTT --- 2021/10/24__12:20:8, 19.89, 47.22, 1007.73, 4.03, 334, 
MQTT --- 2021/10/24__12:20:9, 19.88, 47.21, 1007.72, 4.03, 343, 
MQTT --- 2021/10/24__12:20:10, 19.87, 47.24, 1007.74, 4.03, 343, 
MQTT --- 2021/10/24__12:20:11, 19.87, 47.28, 1007.75, 4.25, 343, 
MQTT --- 2021/10/24__12:20:12, 19.86, 47.31, 1007.72, 4.25, 345, 
MQTT --- 2021/10/24__12:20:13, 19.86, 47.36, 1007.76, 3.81, 341, 
MQTT --- 2021/10/24__12:20:14, 19.85, 47.38, 1007.74, 3.37, 341, 
MQTT --- 2021/10/24__12:20:15, 19.84, 47.30, 1007.76, 3.37, 345, 
MQTT --- 2021/10/24__12:20:16, 19.83, 47.30, 1007.76, 2.93, 343, 
MQTT --- 2021/10/24__12:20:17, 19.80, 47.30, 1007.76, 2.93, 343, 
MQTT --- 2021/10/24__12:20:18, 19.79, 47.29, 1007.76, 2.71, 341, 
MQTT --- 2021/10/24__12:20:19, 19.77, 47.29, 1007.74, 2.71, 344, 
MQTT --- 2021/10/24__12:20:20, 19.76, 47.37, 1007.77, 2.49, 342, 
MQTT --- 2021/10/24__12:20:21, 19.76, 47.45, 1007.77, 2.27, 341, 
MQTT --- 2021/10/24__12:20:22, 19.76, 47.52, 1007.76, 1.83, 342, 
MQTT --- 2021/10/24__12:20:23, 19.75, 47.59, 1007.77, 2.05, 341, 
MQTT --- 2021/10/24__12:20:24, 19.75, 47.65, 1007.76, 1.83, 341, 
MQTT --- 2021/10/24__12:20:25, 19.73, 47.70, 1007.75, 2.05, 341, 
MQTT --- 2021/10/24__12:20:26, 19.75, 47.73, 1007.76, 1.83, 341, 
MQTT --- 2021/10/24__12:20:27, 19.75, 47.76, 1007.74, 1.61, 339, 
MQTT --- 2021/10/24__12:20:28, 19.75, 47.69, 1007.76, 1.61, 342, 
MQTT --- 2021/10/24__12:20:29, 19.75, 47.61, 1007.77, 1.83, 342, 
MQTT --- 2021/10/24__12:20:30, 19.74, 47.62, 1007.75, 1.83, 344, 
MQTT --- 2021/10/24__12:20:31, 19.75, 47.53, 1007.79, 2.93, 347, 
MQTT --- 2021/10/24__12:20:32, 19.74, 47.48, 1007.74, 3.37, 338, 
MQTT --- 2021/10/24__12:20:33, 19.74, 47.43, 1007.75, 3.37, 320, 
MQTT --- 2021/10/24__12:20:34, 19.73, 47.44, 1007.77, 2.93, 321, 
MQTT --- 2021/10/24__12:20:35, 19.72, 47.47, 1007.77, 2.49, 319, 
MQTT --- 2021/10/24__12:20:36, 19.71, 47.47, 1007.78, 2.27, 321, 
MQTT --- 2021/10/24__12:20:37, 19.70, 47.40, 1007.77, 3.15, 325, 
MQTT --- 2021/10/24__12:20:38, 19.69, 47.37, 1007.74, 3.81, 325, 
MQTT --- 2021/10/24__12:20:39, 19.68, 47.36, 1007.80, 3.81, 322, 
MQTT --- 2021/10/24__12:20:40, 19.67, 47.40, 1007.78, 3.59, 320, 
MQTT --- 2021/10/24__12:20:41, 19.67, 47.45, 1007.77, 3.15, 320, 
MQTT --- 2021/10/24__12:20:42, 19.65, 47.45, 1007.77, 3.15, 320, 
MQTT --- 2021/10/24__12:20:43, 19.63, 47.44, 1007.73, 3.37, 321, 
MQTT --- 2021/10/24__12:20:44, 19.63, 47.43, 1007.76, 3.37, 321, 
MQTT --- 2021/10/24__12:20:45, 19.62, 47.43, 1007.76, 3.37, 323, 
MQTT --- 2021/10/24__12:20:46, 19.61, 47.35, 1007.75, 3.81, 325, 
MQTT --- 2021/10/24__12:20:47, 19.60, 47.35, 1007.74, 4.03, 325, 
MQTT --- 2021/10/24__12:20:48, 19.58, 47.34, 1007.77, 4.03, 329, 
MQTT --- 2021/10/24__12:20:49, 19.57, 47.33, 1007.76, 4.03, 335,
